pid,Assembly_No,Poll_No,Year,Candidate,Candidate_Type,State_Name,Constituency_Name,Constituency_Type,Party,Last_Party,Votes,Sex,Position,Contested,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Alliance,Terms,Terms_Contested
AEMN197746,10,1,2007,Thokehom Lokeshwar Singh,,Manipur,Khundrakpam,GEN,INC,,9570,M,1,3,FALSE,FALSE,45.48,2168,10.3,,,3,3
AEMN197746,11,0,2012,THOKCHOM LOKESHWAR SINGH,GEN,Manipur,KHUNDRAKPAM,GEN,INC,INC,9182,M,1,3,FALSE,TRUE,49.37,5504,29.59,45,,3,3
AEMN197746,12,0,2017,THOKCHOM LOKESHWAR SINGH,GEN,Manipur,KHUNDRAKPAM,GEN,INC,INC,12849,M,1,3,FALSE,TRUE,56.12,3059,13.36,49,,3,3
AEMN197747,12,0,2017,THANGJAM MOHENDRO SINGH,GEN,Manipur,KHUNDRAKPAM,GEN,BJP,,9790,M,2,1,FALSE,FALSE,42.76,9661,42.2,59,,,1
AEMN197748,12,0,2017,YUMLEMBAM JOGENDRO,GEN,Manipur,KHUNDRAKPAM,GEN,CPM,,129,M,3,1,FALSE,FALSE,0.56,37,0.16,56,,,1
AEMN197751,12,0,2017,PANGEIJAM SARATCHANDRA SINGH,GEN,Manipur,HEINGANG,GEN,AITC,,9233,M,2,1,FALSE,FALSE,33.7,1904,6.95,52,,,1
AEMN197752,11,0,2012,NAOROIBAM RATAN (KAPU) MEETEI,GEN,Manipur,HEINGANG,GEN,NCP,,9790,M,2,2,FALSE,FALSE,42.47,9186,39.85,32,,,2
AEMN197752,12,0,2017,NAOROIBAM RATAN MEETEI (KAPU),GEN,Manipur,HEINGANG,GEN,INC,NCP,7329,M,3,2,TRUE,FALSE,26.75,7199,26.28,36,,,2
AEMN197753,11,0,2012,DR. G. TONSANA SHARMA,GEN,Manipur,HEINGANG,GEN,MDPF,,373,M,5,4,FALSE,FALSE,1.62,0,0,61,,,2
AEMN197753,11,1,2015,Dr. Gurumayum Tonsana Sharma,,Manipur,THONGJU,GEN,MDPF,MDPF,54,M,3,4,FALSE,FALSE,0.21,0,0,,,,2
AEMN197753,11,1,2015,Dr. Gurumayum Tonsana Sharma,,Manipur,THANGMEIBAND,GEN,MDPF,MDPF,55,M,3,4,FALSE,FALSE,0.25,0,0,,,,2
AEMN197753,12,0,2017,DR. GURUMAYUM TONSANA SHARMA,GEN,Manipur,HEINGANG,GEN,MDPF,MDPF,113,M,5,4,FALSE,FALSE,0.41,22,0.08,66,,,2
AEMN197754,12,0,2017,THOKCHOM ROMEO SINGH,GEN,Manipur,HEINGANG,GEN,IND,,91,M,6,1,FALSE,FALSE,0.33,32,0.12,45,,,1
AEMN197756,11,0,2012,LEISHANGTHEM SHUSINDRO MEITEI @YAIMA,GEN,Manipur,KHURAI,GEN,AITC,,6529,M,2,2,FALSE,FALSE,25.24,612,2.37,28,,1,2
AEMN197756,12,0,2017,LEISHANGTHEM SUSINDRO MEITEI,GEN,Manipur,KHURAI,GEN,BJP,AITC,15005,M,1,2,TRUE,FALSE,51.41,1944,6.66,33,,1,2
AEMN197757,10,0,2007,DR. NGAIRANGBAM BIJOY SINGH,GEN,Manipur,KHURAI,GEN,MPP,,13326,M,1,3,FALSE,FALSE,50.39,5208,19.69,60,,2,3
AEMN197757,11,0,2012,DR. NG. BIJOY SINGH,GEN,Manipur,KHURAI,GEN,INC,MPP,11618,M,1,3,TRUE,TRUE,44.92,5089,19.68,65,,2,3
AEMN197757,12,0,2017,DR. NGAIRANGBAM BIJOY SINGH,GEN,Manipur,KHURAI,GEN,INC,INC,13061,M,2,3,FALSE,TRUE,44.75,12261,42.01,71,,2,3
AEMN197758,11,0,2012,AMUSANA R.K.,GEN,Manipur,KHURAI,GEN,CPI,,1801,M,4,2,FALSE,FALSE,6.96,0,0,51,,,2
AEMN197758,12,0,2017,R.K.AMUSANA,GEN,Manipur,KHURAI,GEN,CPI,CPI,800,M,3,2,FALSE,FALSE,2.74,478,1.64,54,,,2
AEMN197759,12,0,2017,NAHAKPAM INDRAJIT SINGH,GEN,Manipur,KSHETRIGAO,GEN,BJP,,10411,M,1,1,FALSE,FALSE,34.36,380,1.25,44,,1,1
AEMN197760,10,0,2007,MOHD. AMIN SHAH,GEN,Manipur,KHETRIGAO,GEN,INC,,7116,M,2,3,FALSE,FALSE,27.91,1220,4.79,32,,1,3
AEMN197760,11,0,2012,MD. AMIN SHAH,GEN,Manipur,KSHETRIGAO,GEN,INC,INC,7981,M,1,3,FALSE,FALSE,31.31,2994,11.74,33,,1,3
AEMN197760,12,0,2017,MD. AMIN SHAH,GEN,Manipur,KSHETRIGAO,GEN,INC,INC,10031,M,2,3,FALSE,TRUE,33.1,841,2.78,37,,1,3
AEMN197764,12,0,2017,MD. ABIR KHAN,GEN,Manipur,KSHETRIGAO,GEN,AIFB,,69,M,7,1,FALSE,FALSE,0.23,2,0.01,48,,,1
AEMN197765,12,0,2017,MD. ZAMEER AHMED,GEN,Manipur,KSHETRIGAO,GEN,AITC,,67,M,8,1,FALSE,FALSE,0.22,0,0,48,,,1
AEMN197766,11,0,2012,THONGAM BISWAJIT SINGH,GEN,Manipur,THONGJU,GEN,AITC,,10299,M,1,4,FALSE,FALSE,41.81,603,2.45,36,,2,2
AEMN197766,11,0,2012,THONGAM BISHWANATH SINGH,GEN,Manipur,LANGTHABAL,GEN,MSCP,AITC,1254,M,4,4,TRUE,FALSE,5.92,163,0.77,49,,2,2
AEMN197766,11,1,2015,Thongam Biswajit Singh,,Manipur,THONGJU,GEN,BJP,MSCP,14606,M,1,4,TRUE,TRUE,56.06,3213,12.33,,,2,2
AEMN197766,12,0,2017,THONGAM BISWAJIT SINGH,GEN,Manipur,THONGJU,GEN,BJP,BJP,16809,M,1,4,FALSE,TRUE,62.61,7301,27.2,41,,2,2
AEMN197768,12,0,2017,L. GEETARANJAN SHARMA,GEN,Manipur,THONGJU,GEN,AITC,,131,M,4,1,FALSE,FALSE,0.49,0,0,31,,,1
