pid,Assembly_No,Poll_No,Year,Candidate,Candidate_Type,State_Name,Constituency_Name,Constituency_Type,Party,Last_Party,Votes,Sex,Position,Contested,Turncoat,Incumbent,Vote_Share_Percentage,Margin,Margin_Percentage,Age,Alliance,Terms,Terms_Contested
AEAS187112,8,0,1985,ABDUL HAI NAGARI,,Assam,ABHAYAPURI NORTH,GEN,INC,,1690,M,5,1,FALSE,FALSE,3.14,1058,1.97,,,,1
AEAS187337,8,0,1985,THANESWAR BORO,,Assam,RANGIYA,GEN,IND,,31447,M,1,1,FALSE,FALSE,48.35,9897,15.22,,,1,1
AEAS187363,8,0,1985,NARAYAN DEKA,,Assam,BARKHETRY,GEN,IND,,161,M,6,1,FALSE,FALSE,0.22,69,0.1,,,,1
AEAS187389,8,0,1985,DURGA DAS BORO,,Assam,PANERY,GEN,IND,,13236,M,1,1,FALSE,FALSE,27.01,2717,5.54,,,1,1
AEAS187467,8,0,1985,BRINDABON GOSWAMI,,Assam,TEZPUR,GEN,IND,,33645,M,1,1,FALSE,FALSE,59.01,20120,35.29,,,1,1
AEAS188073,6,0,1978,IJIRANGBE JEME,,Assam,HAFLONG,ST,IND,,5691,M,3,2,FALSE,FALSE,19.79,3323,11.56,,,,2
AEAS188073,8,0,1985,IJIRANBE,,Assam,HAFLONG,ST,IND,IND,12241,M,2,2,FALSE,FALSE,25.67,7755,16.26,,,,2
AEAS188658,8,0,1985,BINOD GUWALA,,Assam,SARUPATHAR,GEN,IND,,36123,M,1,1,FALSE,FALSE,47.34,8570,11.23,,,1,1
AEAS188833,6,0,1978,SASHA KAMAL HANDIQUE,,Assam,NAHARKATIA,GEN,CPM,,10309,M,1,2,FALSE,FALSE,26.84,493,1.28,,,1,2
AEAS188833,8,0,1985,SASHA KAMAL HANDIQUE,,Assam,NAHARKATIA,GEN,CPM,CPM,10054,M,3,2,FALSE,FALSE,18.51,8736,16.09,,,1,2
AEAS188889,8,0,1985,MONILAL GOWALA,,Assam,PATHARKANDI,GEN,INC,,29695,M,1,1,FALSE,FALSE,43.68,12679,18.65,,,1,1
AEAS189078,8,0,1985,HOLIRAM TERANG,,Assam,BAITHALANGSO,ST,IND,,17536,M,1,1,FALSE,FALSE,35.04,2136,4.27,,,1,1
AEAS189102,6,0,1978,DEWAN JOYNAL ABEDIN,,Assam,SALMARA SOUTH,GEN,IND,,20189,M,1,3,FALSE,FALSE,46.9,10927,25.38,,,2,3
AEAS189102,7,0,1983,DEWAN JOYNAL ABEDIN,,Assam,SALMARA SOUTH,GEN,IND,IND,16561,M,2,3,FALSE,TRUE,34.44,15243,31.7,,,2,3
AEAS189102,8,0,1985,DEWAN JOYNAL ABEDIN,,Assam,SALMARA SOUTH,GEN,IND,IND,42192,M,1,3,FALSE,FALSE,70.52,34589,57.81,,,2,3
AEAS189252,6,0,1978,AFZALUR RAHMAN,,Assam,JALESWAR,GEN,JNP,,18575,M,1,3,FALSE,FALSE,48.19,12314,31.95,,,3,3
AEAS189252,7,0,1983,AFZALUR RAHMAN,,Assam,JALESWAR,GEN,ICS,JNP,17962,M,1,3,TRUE,TRUE,47.37,592,1.56,,,3,3
AEAS189252,8,0,1985,AFZALUR RAHMAN,,Assam,JALESWAR,GEN,IND,ICS,33663,M,1,3,FALSE,TRUE,60.92,22269,40.3,,,3,3
AEAS189337,8,0,1985,GOPINAT DAS,,Assam,BOKO,SC,IND,,30564,M,1,1,FALSE,FALSE,43.81,4181,5.99,,,1,1
AEAS189468,8,0,1985,ZOLI NATH SARMA,,Assam,SIPAJHAR,GEN,IND,,48091,M,1,1,FALSE,FALSE,73.67,38416,58.85,,,1,1
AEAS189490,6,0,1978,RAMESWAR BORO,,Assam,UDALGURI,ST,INC(I),,4646,M,3,2,FALSE,FALSE,11.67,1063,2.67,,,,2
AEAS189490,8,0,1985,RAMESWAR BORO,,Assam,UDALGURI,ST,IND,INC(I),5213,M,4,2,FALSE,FALSE,9.19,3114,5.49,,,,2
AEAS189495,8,0,1985,BINAL KHUNGUR BASUMATARI,,Assam,UDALGURI,ST,IND,,18899,M,1,1,FALSE,FALSE,33.32,5136,9.06,,,1,1
AEAS189558,8,0,1985,GANESH KUTUM,,Assam,GOHPUR,GEN,IND,,28383,M,1,1,FALSE,FALSE,39.58,11622,16.21,,,1,1
AEAS189584,8,0,1985,ABU BAKKAR SIDDIQUE,,Assam,LAHARIGHAT,GEN,IND,,11304,M,3,1,FALSE,FALSE,18.27,2196,3.55,,,,1
